gender,ethnicity,score,fcollege,mcollege,home,urban,unemp,wage,distance,tuition,education,income,region
0,2,49.9900016784668,0,0,1,0,5.400000095367432,8.850000381469727,0.8999999761581421,0.8498799800872803,12,1,1
1,2,59.68999862670898,0,0,1,1,5.099999904632568,8.850000381469727,0.5,0.8498799800872803,15,1,1
1,2,60.33000183105469,0,0,1,1,5.099999904632568,8.850000381469727,0.5,0.8498799800872803,16,1,1
0,2,60.13999938964844,1,0,1,1,5.099999904632568,8.850000381469727,0.5,0.8498799800872803,12,0,1
0,2,68.58000183105469,1,1,1,1,5.099999904632568,8.850000381469727,0.5,0.8498799800872803,16,0,1
0,2,42.61000061035156,0,0,1,1,5.099999904632568,8.850000381469727,0.5,0.8498799800872803,12,1,1
1,2,58.65999984741211,1,0,1,1,5.099999904632568,8.850000381469727,0.5,0.8498799800872803,16,0,1
1,2,58.13999938964844,0,0,1,1,5.099999904632568,8.850000381469727,0.5,0.8498799800872803,14,1,1
0,2,58.95000076293945,0,0,1,1,5.099999904632568,8.850000381469727,0.5,0.8498799800872803,16,1,1
1,2,49.369998931884766,0,0,1,1,5.400000095367432,8.850000381469727,0.2000000029802322,0.8498799800872803,17,1,1
0,2,47.25,0,1,0,1,5.400000095367432,8.850000381469727,0.2000000029802322,0.8498799800872803,16,1,1
1,2,61.02999877929688,1,0,0,0,6.199999809265137,8.09000015258789,0.6000000238418579,0.8891500234603882,14,0,1
1,2,54.34999847412109,0,0,0,0,6.199999809265137,8.09000015258789,0.6000000238418579,0.8891500234603882,15,0,1
0,2,68.12000274658203,1,1,1,0,6.199999809265137,8.09000015258789,0.6000000238418579,0.8891500234603882,15,0,1
1,2,70.0999984741211,1,0,1,0,6.199999809265137,8.09000015258789,0.6000000238418579,0.8891500234603882,17,0,1
0,2,58.61000061035156,0,0,0,0,6.199999809265137,8.09000015258789,0.6000000238418579,0.8891500234603882,15,1,1
0,2,48.56999969482422,0,0,1,0,6.199999809265137,8.09000015258789,0.6000000238418579,0.8891500234603882,12,1,1
0,2,51.11000061035156,0,0,1,0,6.199999809265137,8.09000015258789,0.6000000238418579,0.8891500234603882,12,1,1
0,2,39.40999984741211,0,0,1,0,6.199999809265137,8.09000015258789,0.6000000238418579,0.8891500234603882,15,1,1
0,2,54.97999954223633,1,0,1,0,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,16,0,1
0,0,41.59000015258789,1,1,0,0,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,1,1
0,2,55.31999969482422,0,0,1,0,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,13,1,1
1,1,42.22999954223633,0,0,1,0,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,1,1
0,2,62.0,0,0,1,0,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,16,1,1
1,1,49.650001525878906,0,0,0,0,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,15,1,1
0,2,44.959999084472656,0,0,1,0,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,1,1
0,2,37.310001373291016,0,0,1,0,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,1,1
1,2,39.869998931884766,0,0,1,0,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,1,1
0,2,56.43999862670898,0,0,1,0,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,16,1,1
1,0,42.650001525878906,0,0,1,0,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,12,1,1
0,2,60.04999923706055,1,1,1,0,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,15,0,1
0,2,38.31999969482422,0,0,0,0,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,12,1,1
0,2,65.87000274658203,1,0,1,0,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,15,0,1
1,2,44.650001525878906,0,0,1,0,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,13,1,1
1,2,57.7400016784668,0,0,1,0,5.5,8.09000015258789,1.5,0.8891500234603882,16,0,1
1,2,60.380001068115234,1,0,1,0,5.5,8.09000015258789,1.5,0.8891500234603882,12,0,1
1,2,62.77000045776367,0,0,0,0,5.5,8.09000015258789,1.5,0.8891500234603882,12,0,1
1,2,59.72999954223633,0,0,1,0,5.5,8.09000015258789,1.5,0.8891500234603882,16,1,1
0,2,57.060001373291016,1,0,1,0,5.5,8.09000015258789,1.5,0.8891500234603882,16,0,1
0,2,58.02000045776367,0,0,1,0,5.5,8.09000015258789,1.5,0.8891500234603882,15,1,1
0,2,54.7400016784668,0,0,1,0,5.5,8.09000015258789,1.5,0.8891500234603882,12,1,1
0,2,46.27999877929688,0,0,1,0,6.900000095367432,7.039999961853027,2.0,0.902999997138977,14,1,1
0,2,60.400001525878906,0,0,1,0,6.900000095367432,7.039999961853027,2.0,0.902999997138977,12,1,1
1,2,53.209999084472656,0,0,1,0,6.900000095367432,7.039999961853027,2.0,0.902999997138977,18,0,1
0,2,60.93000030517578,0,0,1,0,6.5,8.09000015258789,1.5,0.8891500234603882,14,1,1
0,2,48.43999862670898,0,0,1,0,6.5,8.09000015258789,1.5,0.8891500234603882,15,1,1
0,2,45.310001373291016,0,0,1,0,7.699999809265137,7.039999961853027,2.0,0.902999997138977,12,1,1
1,2,60.220001220703125,1,0,1,0,7.699999809265137,7.039999961853027,2.0,0.902999997138977,12,0,1
1,2,56.41999816894531,0,0,1,0,7.699999809265137,7.039999961853027,2.0,0.902999997138977,16,1,1
0,2,62.27000045776367,0,1,1,0,7.699999809265137,7.039999961853027,2.0,0.902999997138977,17,0,1
1,2,51.84000015258789,1,1,0,0,4.400000095367432,8.09000015258789,0.5,0.8891500234603882,18,0,1
0,2,57.54999923706055,0,0,1,0,4.400000095367432,8.09000015258789,0.5,0.8891500234603882,16,0,1
0,2,57.619998931884766,1,0,1,0,4.400000095367432,8.09000015258789,0.5,0.8891500234603882,12,0,1
1,2,57.5,0,1,1,0,4.400000095367432,8.09000015258789,0.5,0.8891500234603882,12,0,1
1,2,65.30999755859375,1,0,1,0,7.5,8.09000015258789,0.5,0.8891500234603882,16,1,1
1,2,50.619998931884766,1,0,1,0,7.5,8.09000015258789,0.5,0.8891500234603882,14,0,1
1,2,51.22999954223633,0,0,1,0,7.5,8.09000015258789,0.5,0.8891500234603882,15,1,1
0,2,53.54999923706055,0,0,0,0,7.5,8.09000015258789,0.5,0.8891500234603882,14,1,1
0,2,48.52000045776367,0,0,1,0,7.5,8.09000015258789,0.5,0.8891500234603882,12,1,1
0,2,43.40999984741211,0,0,1,0,7.5,8.09000015258789,0.5,0.8891500234603882,14,1,1
0,2,57.5,0,0,1,0,7.5,8.09000015258789,0.5,0.8891500234603882,14,1,1
0,2,51.31999969482422,0,0,1,0,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,15,1,1
0,2,36.369998931884766,0,0,0,0,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,1,1
0,2,43.79999923706055,0,0,1,0,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,1,1
0,2,45.13999938964844,0,0,1,0,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,0,1
0,2,63.2599983215332,0,0,1,0,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,16,1,1
0,2,51.31999969482422,1,1,1,0,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,17,1,1
1,2,44.22999954223633,0,0,1,0,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,1,1
0,2,42.93000030517578,0,0,1,0,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,12,0,1
0,2,47.59999847412109,0,0,1,0,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,12,1,1
1,2,56.470001220703125,1,0,1,0,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,13,0,1
1,2,64.69000244140625,0,0,1,0,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,16,1,1
0,2,62.34999847412109,1,1,1,0,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,16,1,1
0,2,48.959999084472656,0,0,1,0,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,1,1
0,2,40.27999877929688,0,0,1,0,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,0,1
1,2,44.65999984741211,0,0,1,0,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,1,1
1,2,65.45999908447266,0,0,0,0,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,1,1
0,2,37.810001373291016,0,0,1,0,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,1,1
1,2,66.94999694824219,1,1,1,0,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,16,0,1
0,2,55.63999938964844,0,0,1,0,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,16,0,1
0,2,51.27999877929688,0,1,1,0,6.5,8.09000015258789,3.5,0.8891500234603882,16,1,1
0,2,52.77999877929688,0,0,1,0,6.5,8.09000015258789,3.5,0.8891500234603882,14,1,1
0,2,64.5999984741211,0,0,1,0,6.5,8.09000015258789,3.5,0.8891500234603882,16,1,1
0,2,61.72999954223633,1,0,1,0,6.5,8.09000015258789,3.5,0.8891500234603882,16,1,1
1,0,50.810001373291016,0,1,1,0,5.400000095367432,8.09000015258789,1.899999976158142,0.8891500234603882,16,1,1
1,2,44.459999084472656,1,1,1,0,5.400000095367432,8.09000015258789,1.899999976158142,0.8891500234603882,12,0,1
0,2,41.58000183105469,0,0,1,0,13.5,7.690000057220459,5.0,1.1120100021362305,12,1,1
0,2,40.70000076293945,0,0,0,0,13.5,7.690000057220459,5.0,1.1120100021362305,12,1,1
0,2,39.630001068115234,0,0,1,0,13.5,7.690000057220459,5.0,1.1120100021362305,12,1,1
0,2,54.16999816894531,0,0,1,0,13.5,7.690000057220459,5.0,1.1120100021362305,12,1,1
1,1,38.95000076293945,0,0,1,0,13.5,7.690000057220459,5.0,1.1120100021362305,13,0,1
0,2,62.84000015258789,0,0,1,0,13.5,7.690000057220459,5.0,1.1120100021362305,15,1,1
1,2,64.4800033569336,0,0,0,0,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,16,1,1
0,2,47.09000015258789,0,0,1,0,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,0,1
0,2,50.95000076293945,0,0,1,0,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,1,1
1,2,44.459999084472656,0,0,1,0,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,0,1
0,2,58.88999938964844,0,1,0,0,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,0,1
0,0,54.36000061035156,0,0,1,0,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,16,1,1
0,2,45.290000915527344,0,0,1,0,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,13,1,1
0,2,54.16999816894531,0,0,1,0,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,15,1,1
1,2,52.7400016784668,1,0,1,0,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,0,1
1,2,60.93999862670898,0,0,1,0,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,1,1
1,2,40.18000030517578,0,0,1,0,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,0,1
0,2,58.09000015258789,0,1,1,0,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,1,1
1,2,54.2599983215332,0,0,1,0,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,14,1,1
0,2,57.130001068115234,1,0,1,0,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,0,1
0,2,64.9800033569336,0,0,1,0,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,1,1
1,2,65.3499984741211,0,0,0,0,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,14,1,1
0,2,55.959999084472656,0,0,1,0,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,1,1
0,2,61.72999954223633,0,0,1,0,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,0,1
1,2,56.34999847412109,0,0,1,0,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,1,1
1,2,51.09999847412109,0,0,1,0,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,13,0,1
0,2,39.52000045776367,0,0,1,0,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,1,1
0,2,60.75,1,1,1,0,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,1,1
1,2,38.18999862670898,0,0,1,0,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,1,1
0,2,51.02000045776367,0,0,1,0,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,1,1
1,2,53.650001525878906,0,0,1,0,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,1,1
1,2,56.34999847412109,0,0,1,0,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,15,0,1
0,2,52.95000076293945,0,0,1,0,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,15,0,1
1,2,63.40999984741211,0,0,1,0,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,13,1,1
1,2,66.16999816894531,1,1,1,0,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,16,0,1
1,2,45.09999847412109,0,0,1,0,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,13,0,1
1,2,66.94999694824219,1,0,1,0,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,16,1,1
0,2,62.900001525878906,1,0,1,0,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,18,0,1
1,2,52.97999954223633,1,1,1,0,7.199999809265137,8.850000381469727,0.800000011920929,0.8498799800872803,13,0,1
0,2,62.290000915527344,0,1,1,0,7.199999809265137,8.850000381469727,0.800000011920929,0.8498799800872803,13,1,1
1,2,44.310001373291016,0,1,1,0,7.199999809265137,8.850000381469727,0.800000011920929,0.8498799800872803,12,1,1
0,2,64.11000061035156,1,0,1,0,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,16,1,1
1,2,58.619998931884766,0,0,1,0,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,13,0,1
0,2,56.91999816894531,0,0,1,0,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,12,1,1
0,2,52.66999816894531,0,0,1,0,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,12,1,1
1,2,64.83000183105469,1,1,1,0,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,15,0,1
1,2,49.900001525878906,0,0,1,0,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,12,1,1
0,2,62.54999923706055,0,0,1,0,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,17,0,1
1,2,66.48999786376953,0,0,1,0,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,17,0,1
1,2,62.13999938964844,1,1,1,0,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,17,0,1
1,2,49.20000076293945,0,0,1,1,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,13,1,1
0,2,51.470001220703125,0,0,1,1,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,14,1,1
0,2,62.150001525878906,0,0,1,1,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,14,1,1
0,0,43.2599983215332,0,0,0,1,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,12,1,1
0,2,54.540000915527344,0,1,0,1,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,12,1,1
1,2,58.720001220703125,0,0,1,1,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,18,1,1
0,2,57.880001068115234,1,1,1,0,5.099999904632568,8.850000381469727,0.1000000014901161,0.8498799800872803,13,0,1
0,2,68.5,1,0,0,0,5.099999904632568,8.850000381469727,0.1000000014901161,0.8498799800872803,15,1,1
1,2,52.63999938964844,0,1,1,0,5.099999904632568,8.850000381469727,0.1000000014901161,0.8498799800872803,15,0,1
0,2,37.540000915527344,0,1,0,1,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,12,1,1
1,2,63.59000015258789,0,0,0,1,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,16,1,1
0,2,49.900001525878906,0,0,1,1,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,12,1,1
1,2,67.18000030517578,1,1,1,1,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,15,1,1
0,2,61.02000045776367,0,0,1,1,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,12,1,1
0,2,55.88999938964844,0,0,1,0,7.199999809265137,8.850000381469727,0.6000000238418579,0.8498799800872803,16,0,1
1,2,59.2400016784668,0,0,1,0,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,15,1,1
1,2,62.97999954223633,1,0,1,0,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,18,0,1
1,2,51.08000183105469,0,0,1,0,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,12,1,1
0,2,57.119998931884766,0,0,1,0,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,15,0,1
0,2,60.40999984741211,0,0,1,0,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,17,1,1
0,2,44.27999877929688,0,0,1,0,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,12,1,1
1,2,53.04999923706055,0,0,0,0,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,13,1,1
0,2,48.79999923706055,0,0,1,0,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,12,1,1
1,2,53.59000015258789,0,0,1,0,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,15,1,1
1,2,39.209999084472656,0,0,1,0,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,12,1,1
0,2,65.93000030517578,1,1,1,1,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,14,1,1
0,2,56.08000183105469,0,1,1,1,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,16,1,1
1,2,63.130001068115234,0,1,1,1,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,17,0,1
0,2,58.369998931884766,0,0,1,1,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,16,1,1
1,2,59.90999984741211,0,1,1,1,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,15,0,1
1,0,51.400001525878906,0,0,0,1,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,14,1,1
0,1,49.09000015258789,0,0,0,1,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,17,1,1
1,2,57.4900016784668,0,0,1,0,6.300000190734863,9.640000343322754,2.0,1.1524200439453125,17,0,1
0,0,45.36000061035156,1,1,0,1,8.0,9.640000343322754,0.1000000014901161,1.1524200439453125,16,0,1
1,2,44.68999862670898,0,0,1,1,8.0,9.640000343322754,0.1000000014901161,1.1524200439453125,13,1,1
1,0,45.84000015258789,0,0,0,1,8.0,9.640000343322754,0.0,1.1524200439453125,12,1,1
1,0,55.65999984741211,0,0,1,1,8.0,9.640000343322754,0.0,1.1524200439453125,16,1,1
1,1,35.79999923706055,0,0,0,1,8.0,9.640000343322754,0.0,1.1524200439453125,12,1,1
1,0,44.2400016784668,0,0,0,1,8.0,9.640000343322754,0.0,1.1524200439453125,14,0,1
1,0,51.33000183105469,1,1,1,1,8.0,9.640000343322754,0.0,1.1524200439453125,13,0,1
1,0,56.459999084472656,0,1,0,1,8.0,9.640000343322754,0.4000000059604645,1.1524200439453125,15,0,1
1,2,48.02999877929688,0,0,1,1,8.0,9.640000343322754,0.4000000059604645,1.1524200439453125,12,1,1
1,2,63.77000045776367,0,0,0,1,8.0,9.640000343322754,0.0,1.1524200439453125,17,1,1
0,2,69.9000015258789,0,0,1,1,8.0,9.640000343322754,0.0,1.1524200439453125,17,1,1
0,2,66.88999938964844,0,0,0,1,8.0,9.640000343322754,0.0,1.1524200439453125,16,1,1
0,2,68.44000244140625,1,0,0,1,8.0,9.640000343322754,0.0,1.1524200439453125,17,1,1
1,0,54.84999847412109,0,0,1,1,8.0,9.640000343322754,0.0,1.1524200439453125,13,1,1
1,2,62.36000061035156,1,1,0,1,8.0,9.640000343322754,1.5,1.1524200439453125,16,0,1
0,2,44.040000915527344,0,0,0,1,8.0,9.640000343322754,1.5,1.1524200439453125,12,1,1
1,1,56.93000030517578,0,0,1,1,8.0,9.640000343322754,1.5,1.1524200439453125,16,1,1
1,0,43.540000915527344,0,0,1,1,8.0,9.640000343322754,1.5,1.1524200439453125,13,1,1
0,2,58.869998931884766,0,0,1,0,6.0,9.640000343322754,1.5,1.1524200439453125,12,1,1
0,2,54.16999816894531,1,0,1,0,6.0,9.640000343322754,1.5,1.1524200439453125,16,0,1
0,2,58.72999954223633,1,0,1,0,6.0,9.640000343322754,1.5,1.1524200439453125,16,1,1
0,2,58.84000015258789,0,1,1,0,6.0,9.640000343322754,1.5,1.1524200439453125,16,1,1
0,2,65.79000091552734,0,0,1,1,8.0,9.640000343322754,0.5,1.1524200439453125,17,1,1
0,1,42.02999877929688,0,1,1,1,8.0,9.640000343322754,0.5,1.1524200439453125,14,1,1
1,2,60.43000030517578,0,0,1,1,8.0,9.640000343322754,0.5,1.1524200439453125,16,1,1
0,1,49.56999969482422,0,0,0,1,8.0,9.640000343322754,0.5,1.1524200439453125,15,1,1
0,2,51.959999084472656,0,0,1,0,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,15,1,1
1,2,63.56999969482422,0,0,1,0,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,16,1,1
0,2,51.68999862670898,0,0,1,0,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,15,0,1
0,2,57.869998931884766,0,0,1,0,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,15,0,1
0,2,49.810001373291016,0,0,1,0,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,14,0,1
0,2,52.4900016784668,0,0,1,0,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,14,1,1
1,2,43.220001220703125,0,0,1,0,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,12,0,1
1,0,58.52999877929688,1,0,1,1,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,14,1,1
0,1,43.630001068115234,0,0,0,1,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,12,1,1
0,0,54.790000915527344,0,0,1,1,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,13,0,1
1,0,37.61000061035156,0,1,1,0,5.300000190734863,9.640000343322754,0.3000000119209289,1.1524200439453125,13,0,1
0,2,62.25,1,0,1,0,5.300000190734863,9.640000343322754,0.3000000119209289,1.1524200439453125,16,0,1
0,2,43.79999923706055,1,0,1,0,5.300000190734863,9.640000343322754,0.3000000119209289,1.1524200439453125,12,0,1
1,2,51.959999084472656,0,0,1,0,5.300000190734863,9.640000343322754,0.3000000119209289,1.1524200439453125,15,1,1
0,2,49.209999084472656,0,0,1,0,5.300000190734863,9.640000343322754,0.3000000119209289,1.1524200439453125,15,1,1
0,2,52.34000015258789,0,0,1,0,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,12,1,1
0,2,62.93999862670898,0,1,1,0,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,16,0,1
1,2,55.83000183105469,0,0,1,0,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,12,1,1
1,2,62.119998931884766,0,0,1,0,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,18,1,1
0,2,55.540000915527344,0,0,1,0,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,12,0,1
0,2,65.12000274658203,0,0,1,0,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,15,1,1
1,2,57.84999847412109,0,0,1,0,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,15,1,1
1,2,45.540000915527344,0,0,1,0,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,12,1,1
0,2,59.68000030517578,0,0,1,0,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,16,1,1
1,2,58.31999969482422,0,0,1,0,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,12,1,1
1,2,56.41999816894531,1,0,1,0,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,16,1,1
1,2,62.20000076293945,1,0,1,0,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,16,0,1
